100	0.03	0.03	0.03	0	0	0.03
200	0.03	0.04	0.04	0	0	0.03
300	0.03	0.03	0.03	0	0	0.03
400	0.04	0.04	0.04	0	0	0.04
500	0.05	0.06	0.06	0	0	0.05
600	0.05	0.06	0.06	0	0	0.05
700	0.05	0.04	0.04	0	0	0.05
800	0.04	0.05	0.05	0	0	0.04
900	0.03	0.03	0.03	0	0	0.03
1000	0.02	0.03	0.03	0	0	0.02
1100	0.02	0.03	0.03	0	0	0.02
1200	0.01	0.02	0.02	0	0	0.01
1300	0	0.04	0.04	0	0	0
1400	0.02	0.04	0.04	0	0	0.02
1500	0.03	0.03	0.03	0	0	0.03
1600	0.03	0.03	0.03	0	0	0.03
1700	0.03	0.02	0.02	0	0	0.03
1800	0.04	0.01	0.01	0	0	0.04
1900	0.03	0.02	0.02	0	0	0.03
2000	0.04	0.03	0.03	0	0	0.04
2100	0.05	0.04	0.04	0	0	0.05
2200	0.06	0.04	0.04	0	0	0.06
2300	0.07	0.07	0.07	0	0	0.07
2400	0.06	0.05	0.05	0	0	0.06
2500	0.06	0.04	0.04	0	0	0.06
2600	0.06	0.01	0.01	0	0	0.06
2700	0.06	0.01	0.01	0	0	0.06
2800	0.04	0.03	0.03	0	0	0.04
2900	0.02	0.03	0.03	0	0	0.02
3000	0.02	0.03	0.03	0	0	0.02
3100	0.01	0.03	0.03	0	0	0.01
3200	0.01	0.02	0.02	0	0	0.01
3300	0.01	0.03	0.03	0	0	0.01
3400	0.02	0.04	0.04	0	0	0.02
3500	0.02	0.05	0.05	0	0	0.02
3600	0.03	0.04	0.04	0	0	0.03
3700	0.02	0.04	0.04	0	0	0.02
3800	0.02	0.02	0.02	0	0	0.02
3900	0.02	0.04	0.04	0	0	0.02
4000	0.03	0.03	0.03	0	0	0.03
4100	0.05	0.02	0.02	0	0	0.05
4200	0.02	0.03	0.03	0	0	0.02
4300	0.03	0.02	0.02	0	0	0.03
4400	0.01	0.01	0.01	0	0	0.01
4500	0.01	0	0	0	0	0.01
4600	0.01	0.01	0.01	0	0	0.01
4700	0	0.02	0.02	0	0	0
4800	0	0.03	0.03	0	0	0
4900	0.03	0.02	0.02	0	0	0.03
5000	0.05	0.02	0.02	0	0	0.05
5100	0.05	0.04	0.04	0	0	0.05
5200	0.04	0.04	0.04	0	0	0.04
5300	0.03	0.04	0.04	0	0	0.03
5400	0.03	0.03	0.03	0	0	0.03
5500	0.02	0.03	0.03	0	0	0.02
5600	0.02	0.02	0.02	0	0	0.02
5700	0.06	0	0	0	0	0.06
5800	0.04	0	0	0	0	0.04
5900	0.03	0.01	0.01	0	0	0.03
6000	0.04	0.01	0.01	0	0	0.04
6100	0.02	0.01	0.01	0	0	0.02
6200	0.01	0.01	0.01	0	0	0.01
6300	0.01	0.01	0.01	0	0	0.01
6400	0.02	0.02	0.02	0	0	0.02
6500	0.04	0.02	0.02	0	0	0.04
6600	0.04	0.02	0.02	0	0	0.04
6700	0.05	0.04	0.04	0	0	0.05
6800	0.05	0.05	0.05	0	0	0.05
6900	0.05	0.04	0.04	0	0	0.05
7000	0.07	0.03	0.03	0	0	0.07
7100	0.04	0.03	0.03	0	0	0.04
7200	0	0.03	0.03	0	0	0
7300	0	0.02	0.02	0	0	0
7400	0	0.02	0.02	0	0	0
7500	0	0.03	0.03	0	0	0
7600	0	0.03	0.03	0	0	0
7700	0.01	0.02	0.02	0	0	0.01
7800	0.01	0.05	0.05	0	0	0.01
7900	0.01	0.03	0.03	0	0	0.01
8000	0.02	0.03	0.03	0	0	0.02
8100	0.02	0.03	0.03	0	0	0.02
8200	0.03	0.01	0.01	0	0	0.03
8300	0.02	0	0	0	0	0.02
8400	0.02	0.01	0.01	0	0	0.02
8500	0.01	0.01	0.01	0	0	0.01
8600	0.04	0.03	0.03	0	0	0.04
8700	0.03	0.05	0.05	0	0	0.03
8800	0.04	0.05	0.05	0	0	0.04
8900	0.06	0.05	0.05	0	0	0.06
9000	0.05	0.05	0.05	0	0	0.05
9100	0.05	0.03	0.03	0	0	0.05
9200	0.04	0.04	0.04	0	0	0.04
